Start Date,ID,"Yesterday, how much time did you spend: - Speaking in class","Yesterday, how much time did you spend: - Listening in class","Yesterday, how much time did you spend: - In conversation on the phone","Yesterday, how much time did you spend: - In face-to-face conversation outside of class","Yesterday, how much time did you spend: - Instant-messaging on the Internet","Yesterday, how much time did you spend: - Reading school-related material NOT on the Internet","Yesterday, how much time did you spend: - Reading school-related material on the Internet","Yesterday, how much time did you spend: - Listening to music","Yesterday, how much time did you spend: - Watching/listening to TV"
11/26/2020,Fall 59,0,0,4,4,4,0,0,4,4
11/26/2020,Fall 51,0,0,0,0,1,0,0,4,4
11/20/2020,Fall 68,0,0,4,4,4,0,0,4,4
11/26/2020,Fall 104,0,0,4,4,1,0,0,0,4
11/26/2020,Fall 99,0,0,0,2,0,0,1,2,1
11/26/2020,Fall 56,0,0,0,4,4,0,0,4,4
11/26/2020,Fall 31,0,0,0,4,3,0,0,2,2
11/26/2020,Fall 26,0,0,0,4,2,0,0,4,0
11/26/2020,Fall 63,0,0,4,4,4,0,4,4,4
11/27/2020,Fall 57,0,0,4,2,4,0,4,4,4
11/27/2020,Fall 75,0,0,0,4,3,0,0,3,4
11/27/2020,Fall 64,0,0,0,0,0,0,0,0,4
11/27/2020,Fall 103,0,0,3,0,4,0,0,4,4
11/27/2020,Fall 93,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 34,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 100,0,0,0,4,0,0,0,2,4
11/27/2020,Fall 35,0,0,4,4,2,0,0,1,4
11/27/2020,Fall 57,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 81,0,0,0,4,0,0,0,4,0
11/27/2020,Fall 33,0,0,0,4,1,0,2,4,0
11/27/2020,Fall 61,0,0,0,4,0,0,0,0,4
11/27/2020,Fall 62,0,0,0,4,2,0,4,1,4
11/27/2020,Fall 54,0,0,2,4,3,0,0,4,4
11/27/2020,Fall 40,0,0,1,1,1,4,4,4,4
11/27/2020,Fall 70,0,0,4,4,0,0,0,2,4
11/27/2020,Fall 24,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 36,0,0,0,4,0,0,0,0,4
11/27/2020,Fall 41,0,0,3,4,4,0,0,4,4
11/27/2020,Fall 29,0,0,4,1,4,0,0,2,4
11/27/2020,Fall 75,0,0,4,4,3,0,0,2,4
11/27/2020,Fall 48,0,0,0,4,1,0,4,4,4
11/27/2020,Fall 91,0,0,1,3,2,0,0,3,3
11/27/2020,Fall 32,0,0,0,4,2,0,0,0,4
11/27/2020,Fall 53,0,0,0,4,4,0,0,4,4
11/27/2020,Fall 60,0,0,2,4,2,0,0,4,4
11/27/2020,Fall 89,0,0,0,4,1,0,2,0,4
11/27/2020,Fall 43,0,0,2,0,0,0,2,0,0
11/27/2020,Fall 68,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 59,0,0,0,4,3,0,0,4,4
11/27/2020,Fall 31,0,0,3,4,2,0,0,2,4
11/27/2020,Fall 88,0,0,4,0,0,0,0,4,4
11/27/2020,Fall 27,0,0,0,4,1,1,0,4,4
11/27/2020,Fall 104,0,0,4,4,0,0,0,4,4
11/27/2020,Fall 95,0,0,1,2,4,0,0,2,4
11/27/2020,Fall 102,0,0,2,4,2,0,0,2,0
11/27/2020,Fall 99,0,0,0,4,0,0,0,1,2
11/27/2020,Fall 39,0,2,4,4,1,0,2,1,4
11/27/2020,Fall 98,0,0,0,0,0,0,0,2,3
11/28/2020,Fall 26,0,0,2,4,1,0,0,4,0
11/28/2020,Fall 63,0,0,0,4,4,0,4,4,4
11/28/2020,Fall 64,0,0,4,0,0,0,4,0,0
11/28/2020,Fall 103,0,0,0,0,4,0,0,4,4
11/28/2020,Fall 62,0,0,0,4,2,0,4,2,4
11/28/2020,Fall 92,0,0,0,0,0,0,0,1,0
11/28/2020,Fall 70,0,0,0,4,0,0,0,4,4
11/28/2020,Fall 73,0,0,0,1,1,0,4,4,1
11/28/2020,Fall 84,0,0,2,4,2,0,0,4,4
11/28/2020,Fall 94,0,0,0,4,4,0,0,4,4
11/28/2020,Fall 29,0,0,2,4,4,3,1,1,4
11/28/2020,Fall 94,0,0,1,4,0,0,0,4,3
11/28/2020,Fall 34,0,0,1,4,4,0,0,4,4
11/28/2020,Fall 35,0,0,4,4,2,0,0,2,0
11/28/2020,Fall 33,0,0,0,4,2,4,4,4,4
11/28/2020,Fall 41,0,0,2,4,4,0,0,4,4
11/28/2020,Fall 91,0,0,2,4,1,0,0,2,4
11/28/2020,Fall 54,0,0,4,4,1,0,3,4,4
11/28/2020,Fall 61,0,0,0,4,1,0,2,0,4
11/28/2020,Fall 57,0,0,4,3,4,0,0,4,4
11/28/2020,Fall 102,0,0,4,4,2,0,0,2,0
11/28/2020,Fall 93,0,0,2,4,4,0,0,0,4
11/28/2020,Fall 101,4,1,4,4,2,2,0,4,4
11/28/2020,Fall 26,0,0,4,4,1,0,0,4,0
11/28/2020,Fall 43,0,0,1,1,1,0,4,1,0
11/28/2020,Fall 32,0,0,0,4,1,0,4,4,4
11/28/2020,Fall 39,0,0,4,4,2,0,0,0,4
11/28/2020,Fall 89,0,0,0,4,0,0,4,4,4
11/28/2020,Fall 48,0,0,0,4,1,0,4,4,4
11/28/2020,Fall 100,0,0,0,4,0,0,0,4,4
11/28/2020,Fall 36,0,0,4,4,0,0,0,0,4
11/28/2020,Fall 31,0,0,1,4,2,0,4,2,3
11/28/2020,Fall 104,0,0,4,4,0,0,0,1,4
11/28/2020,Fall 53,0,0,4,4,4,0,0,4,4
11/28/2020,Fall 59,0,0,1,4,3,2,3,4,4
11/28/2020,Fall 56,0,0,4,0,4,0,0,4,4
11/28/2020,Fall 63,0,0,0,4,4,0,4,4,4
11/28/2020,Fall 99,0,0,0,4,0,0,1,0,2
11/28/2020,Fall 75,0,0,1,4,3,0,0,3,4
11/29/2020,Fall 64,0,0,4,0,1,0,0,0,4
11/29/2020,Fall 103,0,0,0,0,2,0,0,4,4
11/29/2020,Fall 62,0,0,0,4,2,0,0,4,4
11/29/2020,Fall 27,0,0,1,4,1,2,4,4,4
11/29/2020,Fall 102,0,0,4,4,2,0,0,0,0
11/29/2020,Fall 91,0,0,1,2,1,0,3,3,3
11/29/2020,Fall 35,0,0,4,4,2,0,0,4,4
11/29/2020,Fall 70,0,0,0,4,0,0,0,4,4
11/29/2020,Fall 54,0,0,2,4,3,0,4,0,4
11/29/2020,Fall 101,0,0,0,4,1,1,2,2,4
11/29/2020,Fall 89,0,0,1,4,1,0,4,0,4
11/29/2020,Fall 61,0,0,0,4,0,0,2,0,4
11/29/2020,Fall 31,0,0,2,4,1,0,1,2,2
11/29/2020,Fall 33,0,0,0,4,2,4,4,4,0
11/29/2020,Fall 84,0,0,4,4,2,0,0,4,4
11/29/2020,Fall 93,0,0,0,4,4,0,0,0,4
11/29/2020,Fall 53,0,0,0,4,3,0,4,4,0
11/29/2020,Fall 73,4,0,0,1,1,0,4,2,2
11/29/2020,Fall 81,0,0,4,4,0,0,4,4,4
11/29/2020,Fall 26,0,0,0,4,4,0,0,4,0
11/29/2020,Fall 100,0,0,0,4,0,0,4,4,0
11/29/2020,Fall 56,0,0,4,0,2,0,3,4,4
11/29/2020,Fall 60,0,0,4,4,2,0,0,4,4
11/29/2020,Fall 28,0,0,1,4,3,0,3,4,2
11/29/2020,Fall 43,0,0,2,0,1,0,4,2,0
11/29/2020,Fall 32,0,0,0,4,0,0,4,4,4
11/29/2020,Fall 34,0,0,0,4,4,0,0,4,4
11/29/2020,Fall 36,0,0,0,4,0,0,0,0,4
11/29/2020,Fall 40,0,0,1,4,0,4,4,4,4
11/29/2020,Fall 48,0,0,3,4,1,2,3,4,4
11/29/2020,Fall 41,0,0,4,4,4,0,0,4,4
11/29/2020,Fall 51,0,0,4,0,4,3,4,4,4
11/29/2020,Fall 68,0,0,4,4,3,0,0,4,4
11/29/2020,Fall 63,0,0,0,4,4,0,4,4,4
11/29/2020,Fall 59,0,0,2,4,2,2,4,4,4
11/29/2020,Fall 104,0,0,4,4,0,0,0,4,4
11/29/2020,Fall 95,0,0,2,3,4,0,0,2,4
11/29/2020,Fall 39,0,0,2,4,1,0,0,0,4
11/29/2020,Fall 98,0,0,0,0,1,3,4,2,4
11/29/2020,Fall 99,0,0,0,3,0,2,4,1,2
11/29/2020,Fall 88,0,0,1,4,0,0,2,4,4
11/2/2020,Fall 72,0,0,2,4,4,0,0,2,4
11/2/2020,Fall 57,0,0,4,4,4,0,0,4,4
11/27/2020,Fall 45,0,0,4,4,3,0,4,0,1
11/2/2020,Fall 63,0,0,0,4,4,0,4,4,4
11/2/2020,Fall 70,0,0,0,4,0,0,0,4,4
11/2/2020,Fall 103,0,0,0,0,4,0,0,4,4
11/2/2020,Fall 64,0,0,4,0,1,0,2,0,4
11/2/2020,Fall 62,0,4,0,4,2,0,4,4,4
11/2/2020,Fall 29,0,0,1,1,4,1,1,3,4
11/2/2020,Fall 89,0,0,1,0,1,0,4,0,4
11/2/2020,Fall 26,0,0,4,0,2,0,2,4,0
11/2/2020,Fall 94,0,3,2,4,4,0,0,2,4
11/2/2020,Fall 88,2,4,2,4,1,0,4,4,3
11/2/2020,Fall 35,0,0,0,4,2,0,0,4,4
11/2/2020,Fall 26,0,0,4,0,4,0,0,4,0
11/2/2020,Fall 39,1,4,3,4,1,0,2,4,4
11/2/2020,Fall 53,0,0,0,4,2,0,4,4,0
11/2/2020,Fall 102,0,0,2,4,2,0,2,2,4
11/2/2020,Fall 79,3,3,3,2,2,2,3,1,4
11/2/2020,Fall 93,0,0,0,4,4,0,4,0,4
11/2/2020,Fall 91,0,0,1,3,1,1,2,3,3
11/2/2020,Fall 34,0,0,4,4,4,0,2,4,4
11/2/2020,Fall 61,0,0,0,4,1,0,0,0,4
11/2/2020,Fall 32,0,0,0,4,1,0,4,4,2
11/2/2020,Fall 36,0,0,0,4,0,0,4,0,4
11/2/2020,Fall 60,0,0,4,4,2,0,0,4,4
11/2/2020,Fall 101,0,0,0,4,1,0,0,2,0
11/2/2020,Fall 84,0,4,4,4,4,4,4,4,0
11/2/2020,Fall 92,1,4,1,4,0,0,2,4,0
11/2/2020,Fall 42,0,0,0,4,1,0,0,2,4
11/2/2020,Fall 51,0,0,4,1,1,1,4,4,4
11/2/2020,Fall 43,1,4,0,4,1,0,1,0,0
11/2/2020,Fall 48,1,4,0,4,4,0,4,4,4
11/2/2020,Fall 28,1,4,1,4,2,0,4,1,0
11/2/2020,Fall 41,0,0,4,4,4,3,3,4,4
11/2/2020,Fall 59,0,0,2,4,3,1,1,4,4
11/2/2020,Fall 57,0,0,4,4,4,0,0,4,4
11/2/2020,Fall 56,0,0,0,0,2,0,4,4,4
11/2/2020,Fall 100,0,4,0,3,0,0,4,4,2
11/2/2020,Fall 31,0,0,0,4,2,0,4,2,2
11/28/2020,Fall 104,4,4,1,4,0,4,4,1,1
11/2/2020,Fall 99,0,4,0,2,0,2,4,1,1
11/2/2020,Fall 95,0,4,2,2,1,0,2,2,4
11/2/2020,Fall 40,0,0,0,0,0,0,0,4,4
11/2/2020,Fall 33,1,4,4,2,2,4,4,4,0
12/1/2020,Fall 75,0,4,4,4,4,0,0,4,4
12/1/2020,Fall 27,1,4,0,4,0,2,4,4,0
12/1/2020,Fall 49,0,0,0,4,4,0,2,1,4
12/1/2020,Fall 88,1,4,4,2,1,0,0,4,4
12/1/2020,Fall 62,0,0,0,4,2,0,4,1,4
12/1/2020,Fall 84,0,4,2,4,2,4,4,4,0
12/1/2020,Fall 70,0,4,0,4,1,0,0,4,4
12/1/2020,Fall 24,0,4,4,4,4,0,0,4,4
12/1/2020,Fall 35,2,4,0,4,1,0,4,0,0
12/1/2020,Fall 101,0,4,4,4,1,1,4,2,0
12/1/2020,Fall 39,1,4,4,4,3,1,2,4,4
12/1/2020,Fall 34,1,2,4,2,4,0,4,4,4
12/1/2020,Fall 33,0,0,0,4,2,4,4,4,0
12/1/2020,Fall 29,0,4,1,2,4,1,4,4,3
12/1/2020,Fall 64,0,4,4,0,1,0,4,0,0
12/1/2020,Fall 60,0,4,4,4,2,0,2,4,2
12/1/2020,Fall 81,2,4,4,0,0,0,0,4,4
12/1/2020,Fall 31,0,4,0,4,2,0,4,2,2
12/1/2020,Fall 42,2,4,0,4,1,0,4,2,4
12/1/2020,Fall 49,1,4,1,4,3,0,2,3,4
12/1/2020,Fall 40,1,4,1,1,1,4,4,4,4
12/1/2020,Fall 73,0,4,0,1,1,0,4,2,0
12/1/2020,Fall 53,0,0,0,4,3,0,4,4,0
12/1/2020,Fall 94,4,4,2,4,4,0,0,4,0
12/1/2020,Fall 89,0,0,1,4,0,0,4,0,0
12/1/2020,Fall 61,0,4,0,4,0,0,0,0,4
12/1/2020,Fall 26,0,4,4,2,2,0,0,4,0
12/1/2020,Fall 36,0,0,2,4,0,0,4,4,4
12/1/2020,Fall 91,1,4,1,2,1,2,2,2,3
12/1/2020,Fall 100,0,4,0,0,0,0,4,4,0
12/1/2020,Fall 96,0,4,1,4,4,0,4,0,4
12/1/2020,Fall 63,4,4,0,4,4,0,4,4,4
12/1/2020,Fall 48,0,4,4,4,4,1,4,4,2
12/1/2020,Fall 57,0,3,2,4,4,0,0,2,4
12/1/2020,Fall 93,0,4,0,4,4,0,4,0,4
12/1/2020,Fall 59,0,4,4,2,3,4,4,4,4
12/1/2020,Fall 102,0,4,0,4,2,0,4,1,0
12/1/2020,Fall 45,0,4,0,4,1,0,4,0,0
12/1/2020,Fall 95,2,4,3,1,2,0,2,4,3
12/1/2020,Fall 51,1,4,0,1,1,2,4,4,4
12/1/2020,Fall 43,1,4,1,0,1,0,4,3,0
12/1/2020,Fall 99,0,4,0,4,0,2,4,0,0
12/1/2020,Fall 104,0,4,1,4,0,4,4,2,0
12/1/2020,Fall 32,1,4,0,4,2,2,4,4,0
12/1/2020,Fall 103,0,0,0,0,0,0,0,4,4
12/2/2020,Fall 72,2,4,4,4,4,0,0,2,2
12/2/2020,Fall 75,0,4,4,4,4,0,0,4,4
12/2/2020,Fall 92,2,4,0,2,0,0,2,4,0
12/2/2020,Fall 62,0,0,0,4,2,0,4,2,4
12/2/2020,Fall 88,1,0,3,4,1,0,0,4,1
12/2/2020,Fall 102,0,4,2,4,2,0,4,1,1
12/2/2020,Fall 61,0,4,0,4,0,0,0,0,4
12/2/2020,Fall 40,0,0,1,1,1,4,4,4,4
12/2/2020,Fall 101,1,4,0,4,1,2,4,1,2
12/2/2020,Fall 24,0,3,4,4,4,0,0,4,4
12/2/2020,Fall 29,2,4,2,2,4,1,3,1,4
12/2/2020,Fall 54,0,4,4,4,2,0,4,4,4
12/2/2020,Fall 70,0,4,0,4,1,0,0,4,4
12/2/2020,Fall 81,0,0,4,4,0,0,2,4,4
12/2/2020,Fall 64,0,4,4,0,1,0,4,0,0
12/2/2020,Fall 39,0,2,4,4,2,0,0,1,4
12/2/2020,Fall 34,0,4,0,4,4,0,4,4,4
12/2/2020,Fall 32,1,4,0,4,0,0,4,4,0
12/2/2020,Fall 94,4,4,2,4,1,4,4,0,0
12/2/2020,Fall 60,0,2,4,4,2,0,4,4,2
12/2/2020,Fall 72,0,3,4,4,4,0,0,2,2
12/2/2020,Fall 93,0,4,4,4,4,0,4,0,4
12/2/2020,Fall 33,1,4,0,4,2,4,4,4,0
12/2/2020,Fall 73,0,4,3,1,1,0,4,4,2
12/2/2020,Fall 41,1,4,3,4,4,3,3,3,4
12/2/2020,Fall 57,0,4,1,4,4,0,2,4,4
12/2/2020,Fall 48,0,0,4,4,3,0,4,4,4
12/2/2020,Fall 36,0,0,4,4,0,0,4,0,4
12/2/2020,Fall 84,0,3,2,4,2,2,4,2,4
12/2/2020,Fall 43,1,4,0,2,1,0,4,3,0
12/2/2020,Fall 104,0,4,0,4,0,4,4,4,1
12/2/2020,Fall 98,0,4,2,3,1,0,4,2,0
12/2/2020,Fall 86,3,4,3,4,3,3,4,3,3
12/2/2020,Fall 59,0,0,2,3,2,2,3,4,4
12/2/2020,Fall 95,0,3,2,2,1,1,3,4,1
12/2/2020,Fall 99,1,4,1,4,0,1,4,0,0
12/2/2020,Fall 92,1,4,1,1,0,0,0,4,0
12/2/2020,Fall 89,0,4,1,0,1,0,4,0,4
12/2/2020,Fall 28,2,4,1,4,2,0,4,4,1
12/3/2020,Fall 63,4,4,0,4,4,0,4,4,4
12/3/2020,Fall 26,2,4,1,4,1,0,0,4,0
12/3/2020,Fall 103,0,0,0,0,4,0,0,4,4
12/3/2020,Fall 75,0,0,4,4,4,0,0,4,4
12/3/2020,Fall 27,0,0,4,4,1,1,4,4,0
12/3/2020,Fall 64,1,4,4,0,1,0,2,0,0
12/3/2020,Fall 100,0,3,1,3,0,0,4,4,4
12/3/2020,Fall 62,0,0,0,4,3,0,4,3,4
12/3/2020,Fall 32,0,0,2,4,1,0,4,4,0
12/3/2020,Fall 93,0,4,0,4,4,0,4,4,4
12/3/2020,Fall 33,1,4,4,2,2,4,4,4,0
12/3/2020,Fall 84,0,4,2,4,2,4,4,4,4
12/3/2020,Fall 49,1,4,1,4,2,0,3,2,4
12/2/2020,Fall 35,0,0,4,4,0,0,0,0,3
12/3/2020,Fall 53,0,0,0,4,4,0,4,4,4
12/3/2020,Fall 51,1,4,4,2,2,1,4,4,2
12/3/2020,Fall 70,0,4,2,4,0,0,0,4,4
12/3/2020,Fall 60,0,0,4,4,3,0,4,4,2
12/3/2020,Fall 89,0,0,0,0,1,0,4,0,4
12/3/2020,Fall 91,0,4,1,2,1,1,3,3,2
12/3/2020,Fall 102,0,4,0,2,1,0,4,2,0
12/3/2020,Fall 57,0,2,4,4,4,0,3,2,4
12/3/2020,Fall 43,1,4,1,3,1,0,4,0,0
12/3/2020,Fall 61,0,4,0,4,0,0,0,0,0
12/3/2020,Fall 42,0,0,0,4,2,0,4,1,4
12/3/2020,Fall 28,1,4,0,4,4,0,4,4,0
12/3/2020,Fall 81,2,4,1,4,0,0,2,4,4
12/3/2020,Fall 92,2,4,1,2,0,0,1,4,0
12/3/2020,Fall 26,0,0,4,2,2,0,0,4,0
12/3/2020,Fall 39,1,3,4,4,1,0,0,2,4
12/3/2020,Fall 41,1,4,3,4,4,2,4,4,2
12/3/2020,Fall 34,0,0,0,4,4,0,4,4,4
12/3/2020,Fall 59,0,4,3,4,3,2,2,4,4
12/3/2020,Fall 48,0,0,0,4,4,0,0,4,4
12/3/2020,Fall 29,0,0,2,3,4,1,2,4,3
12/3/2020,Fall 36,0,0,0,4,0,0,4,4,4
12/3/2020,Fall 104,0,4,0,4,2,4,4,4,2
12/3/2020,Fall 88,1,4,4,4,1,0,4,1,4
12/3/2020,Fall 101,0,4,0,4,1,3,3,4,0
12/3/2020,Fall 45,1,4,0,4,2,0,4,4,0
12/4/2020,Fall 63,4,4,4,4,4,0,4,4,4
12/3/2020,Fall 79,2,4,1,3,2,3,3,3,4
12/4/2020,Fall 75,0,0,4,4,3,0,0,4,4
12/4/2020,Fall 64,0,4,4,0,1,0,4,0,0
12/4/2020,Fall 103,0,0,0,0,4,0,0,4,4
12/4/2020,Fall 62,0,0,0,4,2,0,4,0,4
12/4/2020,Fall 70,0,4,0,4,0,0,0,4,4
12/4/2020,Fall 101,0,4,1,4,1,2,4,4,0
12/4/2020,Fall 35,3,4,1,4,2,0,4,0,4
12/4/2020,Fall 26,1,4,1,3,1,0,0,4,0
12/4/2020,Fall 33,1,4,0,4,2,3,4,4,0
12/4/2020,Fall 42,3,4,2,4,2,0,4,1,4
12/4/2020,Fall 41,1,3,3,4,3,3,3,2,3
12/4/2020,Fall 89,0,0,1,0,0,0,4,2,0
12/4/2020,Fall 60,0,2,1,4,2,0,3,4,2
12/4/2020,Fall 54,1,4,4,4,2,0,4,4,4
12/4/2020,Fall 91,0,4,2,2,1,2,4,2,0
12/4/2020,Fall 94,4,4,4,4,4,0,0,4,0
12/4/2020,Fall 84,0,4,2,4,2,4,4,4,4
12/4/2020,Fall 73,3,4,1,1,1,0,4,2,2
12/4/2020,Fall 81,2,4,4,1,0,0,0,4,4
12/4/2020,Fall 57,0,3,2,4,3,0,4,4,4
12/4/2020,Fall 61,0,4,0,4,0,0,0,0,0
12/4/2020,Fall 34,0,4,1,4,4,0,4,4,4
12/4/2020,Fall 48,0,4,0,4,4,0,4,4,4
12/4/2020,Fall 31,0,4,0,4,3,0,4,2,2
12/4/2020,Fall 51,1,4,4,2,4,1,4,4,3
12/4/2020,Fall 102,0,4,0,2,2,0,4,2,0
12/4/2020,Fall 32,0,0,0,4,2,0,4,4,0
12/4/2020,Fall 104,0,4,0,4,0,4,4,4,1
12/4/2020,Fall 53,0,0,0,4,3,0,4,4,4
12/4/2020,Fall 99,0,4,0,3,0,2,4,1,0
12/4/2020,Fall 40,0,4,1,2,4,4,4,4,4
12/4/2020,Fall 43,1,4,0,4,1,0,4,0,0
12/4/2020,Fall 56,0,0,4,4,1,0,0,0,4
12/4/2020,Fall 39,0,3,4,4,1,1,1,4,4
12/4/2020,Fall 88,1,4,4,4,1,0,2,4,2
12/4/2020,Fall 95,2,4,2,4,2,1,3,4,4
12/4/2020,Fall 100,0,4,0,4,0,0,4,4,4
12/4/2020,Fall 68,1,4,4,4,2,4,4,4,4
12/4/2020,Fall 98,0,2,3,1,1,1,4,1,1
12/4/2020,Fall 36,0,0,4,4,0,0,4,0,4
12/4/2020,Fall 63,4,4,0,4,4,0,4,4,4
12/5/2020,Fall 27,1,4,0,4,1,2,4,4,0
12/5/2020,Fall 27,0,4,4,4,1,1,4,4,4
12/5/2020,Fall 64,0,4,2,0,1,0,0,0,0
12/5/2020,Fall 75,0,4,4,4,3,0,4,4,4
12/5/2020,Fall 103,0,0,0,0,4,0,4,4,2
12/5/2020,Fall 32,1,4,0,4,2,0,4,4,4
12/5/2020,Fall 84,0,0,2,4,2,0,0,4,0
12/5/2020,Fall 94,4,4,2,4,4,0,4,4,4
12/5/2020,Fall 35,0,4,1,4,1,0,4,1,4
12/5/2020,Fall 73,0,4,4,3,4,0,4,2,4
12/5/2020,Fall 101,2,4,0,4,1,2,4,4,2
12/5/2020,Fall 93,0,4,4,4,4,0,4,0,4
12/5/2020,Fall 49,0,4,0,4,4,0,4,4,4
12/5/2020,Fall 91,0,4,1,2,1,2,4,2,1
12/5/2020,Fall 34,0,2,0,4,4,0,4,4,4
12/5/2020,Fall 60,0,0,4,4,2,0,4,4,4
12/5/2020,Fall 57,0,3,2,4,4,0,4,4,4
12/5/2020,Fall 70,0,4,0,4,0,0,0,4,4
12/5/2020,Fall 53,0,0,0,4,2,0,4,4,4
12/5/2020,Fall 33,0,0,2,2,2,0,4,4,4
12/5/2020,Fall 89,0,0,1,4,0,0,4,4,4
12/5/2020,Fall 40,0,0,0,2,1,4,4,4,4
12/5/2020,Fall 88,0,0,2,0,0,0,4,4,2
12/5/2020,Fall 81,0,0,4,2,0,0,2,4,4
12/5/2020,Fall 51,0,0,4,1,3,0,4,4,2
12/5/2020,Fall 39,0,2,4,3,3,0,1,0,4
12/5/2020,Fall 31,0,4,2,4,3,0,4,4,2
12/5/2020,Fall 48,0,0,4,4,4,0,3,4,4
12/5/2020,Fall 61,0,4,0,4,1,0,0,4,4
12/5/2020,Fall 36,0,0,0,4,0,0,0,0,4
12/5/2020,Fall 104,0,0,0,4,0,2,2,0,4
12/5/2020,Fall 45,1,4,0,4,3,0,4,4,2
12/5/2020,Fall 59,0,0,0,4,2,2,2,4,4
12/6/2020,Fall 99,1,4,0,1,2,0,4,0,1
12/6/2020,Fall 62,0,0,0,4,2,0,4,4,4
12/6/2020,Fall 64,0,0,0,0,1,0,4,0,4
12/6/2020,Fall 72,0,0,2,2,2,0,0,0,2
12/6/2020,Fall 103,0,0,1,0,4,0,0,4,4
12/6/2020,Fall 70,0,0,4,4,0,0,0,4,4
12/6/2020,Fall 84,0,0,4,4,2,4,4,4,0
12/6/2020,Fall 101,0,0,1,4,1,1,4,4,4
12/6/2020,Fall 93,0,0,0,4,4,4,4,4,4
12/6/2020,Fall 35,0,0,1,4,2,0,0,4,4
12/6/2020,Fall 61,0,0,0,4,2,0,0,4,4
12/6/2020,Fall 53,0,0,0,4,2,0,0,4,4
12/6/2020,Fall 43,0,0,4,2,1,0,4,2,0
12/6/2020,Fall 40,0,0,0,4,0,4,4,4,4
12/6/2020,Fall 32,0,0,0,4,1,2,4,4,4
12/6/2020,Fall 33,0,0,0,4,2,4,4,4,4
12/6/2020,Fall 42,0,0,0,4,4,0,0,1,4
12/6/2020,Fall 57,0,0,2,4,2,0,0,2,4
12/6/2020,Fall 29,0,0,3,4,4,0,0,2,4
12/6/2020,Fall 39,0,0,4,4,4,0,1,1,4
12/6/2020,Fall 54,0,0,2,4,3,0,4,4,0
12/6/2020,Fall 31,0,0,0,4,1,0,4,2,3
12/6/2020,Fall 28,0,0,0,4,3,0,1,4,1
12/6/2020,Fall 91,0,0,2,2,2,0,0,2,4
12/6/2020,Fall 75,0,4,1,4,4,0,0,1,4
12/6/2020,Fall 48,0,0,0,4,4,0,4,4,4
12/6/2020,Fall 34,0,0,4,4,4,0,4,4,4
12/6/2020,Fall 88,0,0,4,0,0,0,4,4,4
12/6/2020,Fall 41,0,0,4,4,4,4,4,4,2
12/6/2020,Fall 102,0,0,2,4,2,0,4,1,0
12/6/2020,Fall 45,0,0,1,4,2,0,4,4,4
12/6/2020,Fall 36,0,4,0,4,0,0,4,0,4
12/6/2020,Fall 63,0,0,0,4,4,0,4,4,4
12/6/2020,Fall 60,0,0,4,4,4,0,4,4,4
12/6/2020,Fall 59,0,0,0,4,3,1,2,4,4
12/6/2020,Fall 81,0,0,4,2,0,0,4,4,4
12/6/2020,Fall 104,0,0,1,4,0,4,4,0,4
12/6/2020,Fall 95,0,0,0,3,4,0,4,0,3
12/6/2020,Fall 51,0,0,4,1,2,4,4,4,4
12/6/2020,Fall 99,0,2,0,2,0,1,2,0,1
12/6/2020,Fall 100,0,0,0,4,0,0,4,4,4
12/6/2020,Fall 98,0,0,2,2,3,0,4,1,0
12/6/2020,Fall 89,0,4,1,0,4,0,4,4,4
12/7/2020,Fall 79,3,3,4,2,2,2,2,4,4
12/7/2020,Fall 70,0,0,4,4,0,0,0,4,4
12/7/2020,Fall 103,0,0,0,0,4,0,0,4,3
12/7/2020,Fall 64,0,0,4,0,1,0,4,0,4
12/7/2020,Fall 88,1,4,3,3,1,0,4,4,0
12/7/2020,Fall 84,3,3,3,4,3,4,4,4,0
12/7/2020,Fall 40,1,4,0,1,1,4,4,4,4
12/7/2020,Fall 27,0,0,4,4,1,0,4,4,0
12/7/2020,Fall 39,1,4,4,2,3,0,2,4,4
12/7/2020,Fall 61,0,4,0,4,1,0,2,0,4
12/7/2020,Fall 62,0,0,0,4,1,0,4,4,4
12/7/2020,Fall 43,1,4,1,1,2,0,4,1,0
12/7/2020,Fall 91,0,4,2,1,1,1,2,2,2
12/7/2020,Fall 92,1,4,0,0,0,0,1,0,0
12/7/2020,Fall 26,0,0,2,1,4,0,0,4,0
12/7/2020,Fall 29,0,0,4,3,4,1,2,4,4
12/7/2020,Fall 89,0,4,1,0,2,0,4,0,4
12/7/2020,Fall 101,0,4,0,4,1,2,2,4,4
12/7/2020,Fall 36,0,0,2,4,0,0,4,0,4
12/7/2020,Fall 102,0,4,1,4,2,2,4,4,0
12/7/2020,Fall 35,0,0,0,4,1,0,4,1,3
12/7/2020,Fall 81,2,4,4,2,1,0,2,4,4
12/7/2020,Fall 33,2,4,4,4,2,4,4,4,0
12/7/2020,Fall 42,0,0,0,4,4,0,2,1,4
12/7/2020,Fall 60,0,0,4,4,4,0,4,4,4
12/7/2020,Fall 93,0,0,4,4,4,0,4,0,4
12/7/2020,Fall 48,1,4,4,4,4,0,4,4,3
